time,PM1(ug/m3),PM10(ug/m3),PM2.5(ug/m3),RH(%),T(C)
2020-02-25 07:26:59.127000060,2.358,2.979,2.958,29.5,21.1
2020-02-25 07:27:00.504000000,2.383,3.24,3.158,29.6,21.1
2020-02-25 07:27:01.884000000,2.32,10.544,7.393,29.6,21.1
2020-02-25 07:27:03.260000000,1.736,1.823,1.823,29.6,21.1
2020-02-25 07:27:57.736999940,2.067,3.5380000000000003,3.3680000000000003,29.6,21.1
2020-02-25 07:27:59.112999940,2.457,6.085,5.3420000000000005,29.6,21.1
2020-02-25 07:28:00.489999870,1.717,1.802,1.801,29.6,21.1
2020-02-25 07:28:01.868999940,2.676,5.261,4.99,29.6,21.1
2020-02-25 07:29:01.854000130,1.429,1.7280000000000002,1.7180000000000002,29.6,21.1
2020-02-25 07:29:03.231000060,1.983,2.809,2.727,29.6,21.1
2020-02-25 07:29:04.603000060,1.821,2.204,2.193,29.5,21.1
2020-02-25 07:29:05.977999870,2.086,3.0580000000000003,2.967,29.6,21.1
2020-02-25 07:30:00.459000060,1.879,2.937,2.844,29.6,21.1
2020-02-25 07:30:01.836000000,1.765,1.856,1.856,29.6,21.1
2020-02-25 07:30:03.212000000,2.336,3.829,3.67,29.6,21.1
2020-02-25 07:30:04.588000000,1.755,2.645,2.556,29.6,21.1
2020-02-25 07:30:59.068000000,2.525,8.273,5.723,29.6,21.1
2020-02-25 07:31:00.444000000,2.311,6.892,4.444,29.6,21.1
2020-02-25 07:31:01.824999940,1.822,23.641,3.902,29.6,21.1
2020-02-25 07:31:03.200000000,2.009,5.071000000000001,4.418,29.6,21.1
2020-02-25 07:31:57.676999940,2.206,4.8660000000000005,4.218999999999999,29.5,21.1
2020-02-25 07:31:59.052999940,1.714,4.299,3.66,29.5,21.1
2020-02-25 07:32:00.432999940,1.702,2.031,2.02,29.6,21.1
2020-02-25 07:32:01.809999870,2.607,3.806,3.703,29.6,21.1
2020-02-25 07:33:01.795000060,2.144,2.476,2.464,29.6,21.1
2020-02-25 07:33:03.171000060,2.631,4.689,4.495,29.6,21.1
2020-02-25 07:33:04.547000060,2.24,3.387,3.29,29.7,21.1
2020-02-25 07:33:05.924000000,2.185,3.055,3.023,29.6,21.1
2020-02-25 07:34:00.396000000,2.346,8.253,5.646,29.6,21.1
2020-02-25 07:34:01.772000000,1.966,2.806,2.719,29.6,21.1
2020-02-25 07:34:03.152999940,2.315,4.316,4.124,29.6,21.1
2020-02-25 07:34:04.528999940,2.287,2.705,2.693,29.6,21.1
2020-02-25 07:34:59.008999940,2.151,14.056,6.042999999999999,29.6,21.1
2020-02-25 07:35:00.384999940,2.227,3.1860000000000004,3.099,29.6,21.1
2020-02-25 07:35:01.760999940,2.267,4.952,4.311,29.6,21.1
2020-02-25 07:35:03.140999940,2.187,2.807,2.785,29.6,21.1
2020-02-25 07:35:57.614000130,2.608,4.301,4.126,29.6,21.1
2020-02-25 07:35:58.990000130,1.725,1.863,1.862,29.6,21.1
2020-02-25 07:36:00.369999870,2.029,3.028,2.93,29.6,21.1
2020-02-25 07:36:01.745999870,2.11,6.702000000000001,4.204,29.6,21.1
2020-02-25 07:37:01.727000060,2.6,6.64,5.872999999999999,29.6,21.1
2020-02-25 07:37:03.103000060,1.842,6.29,3.821,29.7,21.1
2020-02-25 07:37:04.479000060,2.103,2.985,2.898,29.6,21.1
2020-02-25 07:37:05.860000000,2.116,6.885,4.335,29.6,21.1
2020-02-25 07:38:00.336000000,2.081,3.694,3.516,29.6,21.1
2020-02-25 07:38:01.712999940,2.369,3.523,3.422,29.7,21.1
2020-02-25 07:38:03.088999940,2.352,3.529,3.43,29.6,21.1
2020-02-25 07:38:04.464999940,1.6569999999999998,1.866,1.864,29.7,21.1
2020-02-25 07:38:58.940999940,2.157,3.177,3.0780000000000003,29.6,21.1
2020-02-25 07:39:00.316999940,1.714,2.446,2.359,29.7,21.1
2020-02-25 07:39:01.694000130,2.419,3.907,3.797,29.7,21.1
2020-02-25 07:39:03.070000130,2.134,2.51,2.499,29.7,21.1
2020-02-25 07:39:57.545999870,1.51,1.626,1.625,29.6,21.1
2020-02-25 07:39:58.926000130,2.749,6.636,5.9,29.6,21.1
2020-02-25 07:40:00.302000130,2.58,4.918,4.654,29.6,21.1
2020-02-25 07:40:01.679000060,2.441,8.113999999999999,5.519,29.7,21.1
2020-02-25 07:41:01.660000000,2.215,4.702,4.103,29.7,21.1
2020-02-25 07:41:03.036000000,1.403,1.426,1.426,29.7,21.1
2020-02-25 07:41:04.412000000,2.079,2.925,2.837,29.7,21.1
2020-02-25 07:41:05.792999940,1.806,2.338,2.316,29.7,21.1
2020-02-25 07:42:00.276000000,2.661,8.785,6.158,29.7,21.1
2020-02-25 07:42:01.652999940,2.1590000000000003,2.9930000000000003,2.907,29.6,21.1
2020-02-25 07:42:03.028999940,1.704,3.656,3.108,29.7,21.1
2020-02-25 07:42:04.408999940,3.006,9.116,7.747999999999999,29.7,21.1
2020-02-25 07:42:58.878000130,2.002,2.148,2.147,29.6,21.1
2020-02-25 07:43:00.254000130,2.432,2.697,2.695,29.7,21.1
2020-02-25 07:43:01.630000130,2.575,5.084,4.815,29.7,21.1
2020-02-25 07:43:03.011000060,2.39,8.75,6.982,29.7,21.1
2020-02-25 07:43:57.483000060,2.457,5.565,4.902,29.7,21.1
2020-02-25 07:43:58.859000060,1.7919999999999998,6.273,3.804,29.6,21.1
2020-02-25 07:44:00.235000060,2.28,3.947,3.773,29.7,21.1
2020-02-25 07:44:01.611000060,2.435,5.377000000000001,4.692,29.7,21.1
2020-02-25 07:45:01.600000000,2.498,4.409,4.225,29.7,21.1
2020-02-25 07:45:02.976999940,2.247,2.432,2.431,29.7,21.1
2020-02-25 07:45:04.352999940,2.504,7.311,6.05,29.7,21.1
2020-02-25 07:45:05.732999940,1.918,3.04,2.94,29.7,21.1
2020-02-25 07:46:00.208999940,2.052,8.495,5.437,29.7,21.1
2020-02-25 07:46:01.584999940,2.696,4.867,4.666,29.7,21.1
2020-02-25 07:46:02.960999940,1.973,2.395,2.383,29.7,21.1
2020-02-25 07:46:04.337999870,1.741,1.872,1.871,29.7,21.1
2020-02-25 07:46:58.817999870,2.271,5.048,4.4,29.7,21.1
2020-02-25 07:47:00.195000060,1.749,1.958,1.957,29.7,21.1
2020-02-25 07:47:01.569999870,2.446,6.379,5.6370000000000005,29.7,21.1
2020-02-25 07:47:02.947000060,2.116,2.44,2.4290000000000003,29.6,21.1
2020-02-25 07:47:57.427000060,2.161,4.771,4.142,29.7,21.1
2020-02-25 07:47:58.804000000,1.968,2.531,2.51,29.7,21.1
2020-02-25 07:48:00.184000000,2.245,24.16,4.726,29.7,21.1
2020-02-25 07:48:01.556000000,1.813,2.61,2.525,29.7,21.1
2020-02-25 07:49:01.540000000,1.995,2.629,2.607,29.7,21.1
2020-02-25 07:49:02.920999940,2.37,4.673,4.093,29.7,21.1
2020-02-25 07:49:04.300999940,2.486,6.297999999999999,5.52,29.7,21.1
2020-02-25 07:49:05.680999940,2.439,3.304,3.2710000000000004,29.7,21.1
2020-02-25 07:50:00.148999940,2.511,3.748,3.651,29.7,21.1
2020-02-25 07:50:01.529999870,1.78,1.919,1.918,29.7,21.1
2020-02-25 07:50:02.905999870,1.696,2.504,2.419,29.7,21.1
2020-02-25 07:50:04.286000130,2.092,10.366,7.15,29.7,21.1
2020-02-25 07:50:58.755000060,1.658,2.617,2.526,29.7,21.1
2020-02-25 07:51:00.131000060,1.822,2.169,2.158,29.7,21.1
2020-02-25 07:51:01.507000060,1.956,2.131,2.13,29.7,21.1
2020-02-25 07:51:02.888000000,1.475,1.768,1.758,29.7,21.1
2020-02-25 07:51:57.363000060,1.858,2.061,2.059,29.7,21.1
2020-02-25 07:51:58.744000000,1.537,3.329,2.795,29.7,21.1
2020-02-25 07:52:00.120000000,1.972,4.037,3.489,29.7,21.1
2020-02-25 07:52:01.500000000,1.547,1.895,1.884,29.8,21.1
2020-02-25 07:53:01.484999940,2.545,4.27,4.087,29.7,21.1
2020-02-25 07:53:02.864999940,2.781,5.832999999999999,5.148,29.8,21.1
2020-02-25 07:53:04.246000130,2.02,43.823,3.4210000000000003,29.7,21.1
2020-02-25 07:53:05.622000130,1.895,3.536,3.354,29.7,21.1
2020-02-25 07:54:00.086000130,1.551,23.304,3.0610000000000004,29.7,21.1
2020-02-25 07:54:01.465999870,1.7819999999999998,2.605,2.52,29.7,21.1
2020-02-25 07:54:02.843000060,2.258,3.802,3.628,29.7,21.1
2020-02-25 07:54:04.219000060,2.427,3.649,3.549,29.7,21.1
2020-02-25 07:54:58.695000060,2.301,5.65,4.92,29.7,21.1
2020-02-25 07:55:00.071000060,1.864,2.695,2.608,29.7,21.1
2020-02-25 07:55:01.447000060,1.717,1.803,1.802,29.8,21.1
2020-02-25 07:55:02.828000000,2.708,3.983,3.883,29.8,21.1
2020-02-25 07:55:57.300000000,1.837,1.919,1.918,29.7,21.1
2020-02-25 07:55:58.676999940,1.675,1.767,1.766,29.7,21.1
2020-02-25 07:56:00.056000000,1.884,1.989,1.988,29.8,21.1
2020-02-25 07:56:01.432000000,2.108,2.289,2.2880000000000003,29.8,21.1
2020-02-25 07:57:01.417999870,1.84,3.341,3.1660000000000004,29.7,21.1
2020-02-25 07:57:02.796999940,2.299,3.557,3.448,29.7,21.1
2020-02-25 07:57:04.174000130,2.041,3.0780000000000003,2.98,29.7,21.1
2020-02-25 07:57:05.555000060,2.291,3.872,3.695,29.8,21.1
2020-02-25 07:58:00.023000060,2.061,3.13,3.033,29.8,21.1
2020-02-25 07:58:01.403000060,2.201,2.574,2.563,29.7,21.1
2020-02-25 07:58:02.783000060,2.025,3.089,2.9930000000000003,29.7,21.1
2020-02-25 07:58:04.159000060,1.6269999999999998,1.932,1.922,29.8,21.1
2020-02-25 07:58:58.631000060,1.963,3.417,3.248,29.8,21.1
2020-02-25 07:59:00.012000000,2.053,2.144,2.143,29.7,21.1
2020-02-25 07:59:01.396000000,2.793,11.494000000000002,8.263,29.8,21.1
2020-02-25 07:59:02.772000000,1.932,3.3960000000000004,3.2260000000000004,29.7,21.1
2020-02-25 07:59:57.240999940,2.2230000000000003,2.455,2.454,29.7,21.1
2020-02-25 07:59:58.616999940,2.358,5.497000000000001,4.8180000000000005,29.7,21.1
2020-02-25 07:59:59.992000000,1.939,4.92,4.263999999999999,29.8,21.1
2020-02-25 08:00:01.372999940,1.763,2.526,2.441,29.7,21.1
2020-02-25 08:01:01.353999870,2.173,3.077,2.992,29.8,21.1
2020-02-25 08:01:02.734000130,2.525,4.752,4.552,29.8,21.1
2020-02-25 08:01:04.113999870,2.346,2.5780000000000003,2.576,29.8,21.1
2020-02-25 08:01:05.491000060,2.07,4.886,4.256,29.8,21.1
2020-02-25 08:01:59.964000000,1.922,4.077,3.528,29.8,21.1
2020-02-25 08:02:01.344000000,2.055,13.249,5.516,29.8,21.1
2020-02-25 08:02:02.719000060,1.493,6.434,3.974,29.8,21.1
2020-02-25 08:02:04.100000000,2.381,5.169,4.541,29.8,21.1
2020-02-25 08:02:58.572000000,2.2030000000000003,5.417999999999999,4.759,29.8,21.1
2020-02-25 08:02:59.948999940,1.978,2.899,2.814,29.8,21.1
2020-02-25 08:03:01.328000000,2.081,3.663,3.497,29.8,21.1
2020-02-25 08:03:02.704000000,2.026,5.01,4.3660000000000005,29.8,21.1
2020-02-25 08:03:57.176999940,1.749,2.065,2.055,29.8,21.1
2020-02-25 08:03:58.553999870,1.757,2.491,2.41,29.8,21.1
2020-02-25 08:03:59.934000130,2.008,2.8710000000000004,2.786,29.8,21.1
2020-02-25 08:04:01.310000130,2.15,7.028,4.63,29.8,21.1
2020-02-25 08:05:01.291000060,1.746,2.068,2.057,29.8,21.1
2020-02-25 08:05:02.671000060,1.987,2.158,2.157,29.8,21.1
2020-02-25 08:05:04.046000130,1.546,1.622,1.621,29.8,21.1
2020-02-25 08:05:05.428000000,1.826,4.45,3.8,29.8,21.1
2020-02-25 08:05:59.899000060,1.812,1.888,1.888,29.8,21.1
2020-02-25 08:06:01.276000000,1.953,2.9,2.806,29.8,21.1
2020-02-25 08:06:02.656000000,1.6030000000000002,2.396,2.312,29.8,21.1
2020-02-25 08:06:04.028000000,1.989,2.8680000000000003,2.785,29.8,21.1
2020-02-25 08:06:58.504000000,2.191,4.725,4.123,29.8,21.1
2020-02-25 08:06:59.884000000,2.168,2.805,2.782,29.8,21.1
2020-02-25 08:07:01.264999940,2.564,10.938,7.615,29.8,21.1
2020-02-25 08:07:02.640999940,1.965,3.919,3.3510000000000004,29.8,21.1
2020-02-25 08:07:57.112999940,2.015,7.41,4.876,29.8,21.1
2020-02-25 08:07:58.488999940,1.83,12.376,4.555,29.8,21.1
2020-02-25 08:07:59.870000130,2.668,6.587000000000001,5.85,29.9,21.1
2020-02-25 08:08:01.246000130,1.959,4.69,4.3580000000000005,29.8,21.1
2020-02-25 08:08:02.625999870,2.074,4.781000000000001,4.143,29.9,21.1
2020-02-25 08:08:04.001999870,2.145,4.509,4.251,29.8,21.1
2020-02-25 08:08:05.379000060,2.111,7.176,5.916,29.8,21.1
2020-02-25 08:08:54.342000130,2.354,3.3710000000000004,3.274,29.8,21.1
2020-02-25 08:09:01.236000000,1.422,1.4480000000000002,1.4480000000000002,29.8,21.1
2020-02-25 08:09:02.612000000,1.753,2.57,2.485,29.8,21.1
2020-02-25 08:09:03.992000000,2.26,2.405,2.405,29.8,21.1
2020-02-25 08:09:05.367000060,1.952,2.766,2.681,29.8,21.1
2020-02-25 08:09:59.840000000,2.04,3.832,3.645,29.8,21.1
2020-02-25 08:10:01.216000000,2.246,3.147,3.057,29.8,21.1
2020-02-25 08:10:02.596000000,1.982,9.401,6.187,29.8,21.1
2020-02-25 08:10:03.976999940,2.64,5.159,4.564,29.9,21.0
2020-02-25 08:10:58.444999940,2.303,3.266,3.172,29.8,21.1
2020-02-25 08:10:59.820999940,1.923,3.908,3.357,29.9,21.1
2020-02-25 08:11:01.200999940,2.79,7.831,5.419,29.8,21.1
2020-02-25 08:11:02.580999940,2.237,2.613,2.602,29.8,21.1
2020-02-25 08:11:57.054000130,2.48,2.765,2.763,29.8,21.1
2020-02-25 08:11:58.430000130,1.968,2.589,2.567,29.9,21.1
2020-02-25 08:11:59.811000060,2.174,6.752999999999999,4.2780000000000005,29.8,21.1
2020-02-25 08:12:01.185999870,2.232,2.965,2.942,29.9,21.1
2020-02-25 08:12:02.567000060,2.158,3.228,3.13,29.8,21.1
2020-02-25 08:12:03.947000060,2.489,7.619,5.141,29.8,21.1
2020-02-25 08:12:05.323000060,1.6980000000000002,1.747,1.747,29.8,21.1
2020-02-25 08:12:54.278000130,2.201,5.152,4.428999999999999,29.8,21.1
2020-02-25 08:13:01.172000000,1.883,6.877999999999999,4.435,29.9,21.1
2020-02-25 08:13:02.552000000,2.985,5.932,5.297999999999999,29.9,21.1
2020-02-25 08:13:03.928000000,2.102,2.83,2.8,29.8,21.1
2020-02-25 08:13:05.308999940,2.434,3.399,3.313,29.8,21.1
2020-02-25 08:13:59.780999940,1.943,2.087,2.086,29.8,21.1
2020-02-25 08:14:01.156999940,1.5490000000000002,1.882,1.87,29.9,21.1
2020-02-25 08:14:02.536999940,2.169,4.593,3.985,29.8,21.1
2020-02-25 08:14:03.912999940,2.173,2.322,2.321,29.9,21.1
2020-02-25 08:14:58.380999940,2.3080000000000003,2.755,2.742,29.8,21.1
2020-02-25 08:14:59.758000130,2.414,3.239,3.214,29.8,21.1
2020-02-25 08:15:01.137999870,2.778,15.043,6.871,29.9,21.1
2020-02-25 08:15:02.518000130,2.299,7.579,5.023,29.9,21.1
2020-02-25 08:15:03.895000060,2.568,6.159,5.412999999999999,29.9,21.1
2020-02-25 08:15:05.273999870,1.867,2.878,2.778,29.9,21.1
2020-02-25 08:15:54.233999870,2.321,4.543,3.899,29.8,21.1
2020-02-25 08:15:55.614000130,2.359,10.472,7.27,29.8,21.1
2020-02-25 08:15:56.995000060,2.1830000000000003,2.696,2.6830000000000003,29.8,21.1
2020-02-25 08:15:58.369999870,2.1630000000000003,2.752,2.729,29.8,21.1
2020-02-25 08:15:59.751000060,1.733,1.878,1.877,29.8,21.1
2020-02-25 08:16:01.127000060,1.891,2.905,2.8080000000000003,29.9,21.1
2020-02-25 08:16:02.508000000,2.504,3.258,3.234,29.9,21.1
2020-02-25 08:16:03.884000000,1.896,2.313,2.301,29.9,21.1
2020-02-25 08:16:05.260000000,2.147,2.521,2.51,29.9,21.1
2020-02-25 08:16:54.220000000,3.205,5.399,5.249,29.9,21.1
2020-02-25 08:17:01.112000000,2.354,6.093999999999999,5.33,29.9,21.1
2020-02-25 08:17:02.492000000,2.206,13.664,5.692,29.9,21.1
2020-02-25 08:17:03.872000000,1.996,2.369,2.357,29.9,21.1
2020-02-25 08:17:05.248999940,1.887,2.839,2.7460000000000004,29.9,21.1
2020-02-25 08:17:59.713999870,1.852,2.066,2.064,29.9,21.1
2020-02-25 08:18:01.095000060,1.86,4.521,3.908,29.9,21.1
2020-02-25 08:18:02.471000060,2.027,3.234,3.134,29.9,21.1
2020-02-25 08:18:03.847000060,1.797,8.079,5.276,29.9,21.1
2020-02-25 08:18:05.228000000,1.6740000000000002,2.491,2.41,29.9,21.1
2020-02-25 08:18:54.196000000,1.987,4.127,3.526,29.8,21.1
2020-02-25 08:18:55.572999940,1.853,2.103,2.101,29.9,21.1
2020-02-25 08:18:56.952000000,2.792,5.597,5.009,29.8,21.1
2020-02-25 08:18:58.334000130,1.365,1.39,1.39,29.9,21.1
2020-02-25 08:18:59.710000130,2.201,2.423,2.421,29.9,21.1
2020-02-25 08:19:01.086000130,1.717,2.496,2.415,29.9,21.1
2020-02-25 08:19:02.465999870,2.276,8.274,5.694,30.0,21.0
2020-02-25 08:19:03.843000060,2.262,3.745,3.631,29.9,21.1
2020-02-25 08:19:05.223000060,1.452,1.564,1.5630000000000002,29.9,21.1
2020-02-25 08:19:54.191000060,1.992,3.789,3.5980000000000003,29.9,21.1
2020-02-25 08:19:55.568000000,1.916,4.03,3.784,29.8,21.1
2020-02-25 08:19:56.948000000,1.912,2.134,2.132,29.9,21.1
2020-02-25 08:19:58.324000000,1.7280000000000002,6.649,4.199,29.9,21.1
2020-02-25 08:19:59.704999940,2.376,5.135,4.506,29.9,21.1
2020-02-25 08:20:01.080999940,1.893,2.651,2.568,29.9,21.1
2020-02-25 08:20:02.457999870,1.909,4.328,3.75,29.9,21.1
2020-02-25 08:20:03.838000130,1.814,2.175,2.164,30.0,21.1
2020-02-25 08:20:05.214000130,2.06,3.124,3.031,29.9,21.1
2020-02-25 08:20:54.184999940,2.176,3.366,3.261,29.9,21.1
2020-02-25 08:21:01.075000060,2.391,5.45,4.808,29.9,21.1
2020-02-25 08:21:02.451000060,2.359,4.417,3.859,29.9,21.1
2020-02-25 08:21:03.832000000,2.082,2.353,2.351,29.9,21.1
2020-02-25 08:21:05.208999940,2.124,3.444,3.334,29.9,21.1
2020-02-25 08:21:59.688000000,2.364,3.411,3.314,29.9,21.1
2020-02-25 08:22:01.064000000,1.945,2.172,2.171,29.9,21.1
2020-02-25 08:22:02.444000000,2.494,4.774,4.513999999999999,30.0,21.1
2020-02-25 08:22:03.820000000,1.892,2.708,2.622,30.0,21.1
2020-02-25 08:22:05.201999870,2.262,5.394,4.728,29.9,21.1
2020-02-25 08:22:54.171000060,2.821,6.416,5.654,29.9,21.1
2020-02-25 08:22:55.551000060,2.518,12.299,7.246,29.9,21.1
2020-02-25 08:22:56.928000000,2.551,5.181,4.9,29.9,21.1
2020-02-25 08:22:58.304000000,1.898,2.834,2.744,30.0,21.0
2020-02-25 08:22:59.684000000,2.568,4.564,4.371,29.9,21.1
2020-02-25 08:23:01.060000000,1.787,4.517,3.841,29.9,21.1
2020-02-25 08:23:02.441999870,1.654,3.628,3.0380000000000003,29.9,21.1
2020-02-25 08:23:03.822000130,2.739,9.356,7.902,29.9,21.1
2020-02-25 08:23:05.198000130,2.104,2.443,2.432,30.0,21.1
2020-02-25 08:23:54.159000060,2.176,3.112,3.016,30.0,21.1
2020-02-25 08:23:55.539000060,2.246,5.621,4.9030000000000005,29.9,21.1
2020-02-25 08:23:56.916000000,1.972,4.73,4.084,29.9,21.1
2020-02-25 08:23:58.296000000,1.741,2.5340000000000003,2.449,29.9,21.1
2020-02-25 08:23:59.672000000,2.051,4.194,3.641,29.9,21.1
2020-02-25 08:24:01.048999940,1.887,2.7060000000000004,2.624,30.0,21.1
2020-02-25 08:24:02.428999940,2.501,4.137,3.966,29.9,21.1
2020-02-25 08:24:03.809999870,2.369,7.879,5.436,29.9,21.1
2020-02-25 08:24:05.184999940,1.681,1.803,1.802,30.0,21.1
2020-02-25 08:24:54.150000130,1.952,2.145,2.143,30.0,21.1
2020-02-25 08:25:01.039000060,1.901,2.675,2.59,29.9,21.1
2020-02-25 08:25:02.416000000,2.298,43.004,4.289,30.0,21.1
2020-02-25 08:25:03.796999940,2.505,6.388,5.272,29.9,21.1
2020-02-25 08:25:05.172999940,2.323,4.976,4.7010000000000005,29.9,21.1
2020-02-25 08:25:54.140999940,2.512,3.886,3.769,30.0,21.1
2020-02-25 08:25:55.516999940,2.382,3.498,3.404,29.9,21.1
2020-02-25 08:25:56.892999940,2.279,3.374,3.281,29.9,21.1
2020-02-25 08:25:58.273999870,1.899,3.732,3.212,29.9,21.1
2020-02-25 08:25:59.651000060,2.164,4.53,4.28,30.0,21.1
2020-02-25 08:26:01.031000060,1.927,2.393,2.382,30.0,21.1
2020-02-25 08:26:02.406000130,2.007,2.57,2.55,30.0,21.1
2020-02-25 08:26:03.788000000,1.916,2.225,2.215,29.9,21.1
2020-02-25 08:26:05.164000000,1.838,4.083,3.537,30.0,21.1
2020-02-25 08:26:54.132000000,2.287,4.807,4.527,29.9,21.1
2020-02-25 08:26:55.508000000,1.867,3.273,3.114,29.9,21.1
2020-02-25 08:26:56.884000000,1.61,3.047,2.888,29.9,21.1
2020-02-25 08:26:58.264000000,2.259,6.816,5.657,30.0,21.1
2020-02-25 08:26:59.640999940,1.58,2.266,2.186,30.0,21.1
2020-02-25 08:27:01.016999940,1.969,2.826,2.744,30.0,21.1
2020-02-25 08:27:02.396999940,1.959,2.909,2.819,29.9,21.1
2020-02-25 08:27:03.777999870,2.198,13.085,5.615,30.0,21.1
2020-02-25 08:27:05.153999870,1.861,2.862,2.772,30.0,21.1
2020-02-25 08:27:54.116999940,2.049,3.662,3.479,29.9,21.1
2020-02-25 08:27:55.496999940,1.682,1.848,1.847,30.0,21.1
2020-02-25 08:27:56.873999870,1.905,7.577000000000001,5.026,29.9,21.1
2020-02-25 08:27:58.254000130,2.144,2.53,2.519,30.0,21.1
2020-02-25 08:27:59.633999870,2.166,4.211,3.668,29.9,21.1
2020-02-25 08:28:01.015000060,2.052,2.427,2.416,30.0,21.1
2020-02-25 08:28:02.391000060,1.864,2.867,2.772,29.9,21.1
2020-02-25 08:28:03.772000000,2.285,13.23,5.561,30.0,21.1
2020-02-25 08:28:05.152000000,1.704,4.44,3.817,30.0,21.1
2020-02-25 08:28:54.107000060,2.418,3.431,3.3360000000000003,29.9,21.1
2020-02-25 08:29:01.000000000,2.242,4.436,4.191,29.9,21.1
2020-02-25 08:29:02.376999940,1.853,3.051,2.948,29.9,21.1
2020-02-25 08:29:03.752999940,2.123,7.315,4.8580000000000005,30.0,21.1
2020-02-25 08:29:05.132999940,2.006,4.833,4.2010000000000005,30.0,21.1
2020-02-25 08:29:54.096000000,1.499,1.584,1.584,29.9,21.1
2020-02-25 08:29:55.476000000,2.296,13.939,6.0,30.0,21.1
2020-02-25 08:29:56.852999940,1.64,1.947,1.937,30.0,21.1
2020-02-25 08:29:58.232999940,2.327,5.3260000000000005,4.99,30.0,21.1
2020-02-25 08:29:59.608999940,1.832,4.3260000000000005,3.72,29.9,21.1
2020-02-25 08:30:00.990000130,2.362,7.313,6.1160000000000005,30.0,21.1
2020-02-25 08:30:02.369999870,2.052,3.928,3.409,30.0,21.1
2020-02-25 08:30:03.747000060,1.766,3.563,3.05,30.0,21.0
2020-02-25 08:30:05.126000130,1.7919999999999998,4.303999999999999,3.7,30.0,21.1
2020-02-25 08:30:54.086000130,2.6260000000000003,6.001,5.627999999999999,30.0,21.1
2020-02-25 08:30:55.460999940,2.109,4.784,4.172,30.0,21.1
2020-02-25 08:30:56.841999870,1.879,8.118,5.323,29.9,21.1
2020-02-25 08:30:58.222000130,2.056,6.417000000000001,4.135,30.0,21.1
2020-02-25 08:30:59.599000060,2.22,4.946000000000001,4.343,30.0,21.1
2020-02-25 08:31:00.977999870,2.358,13.632,6.283,30.0,21.1
2020-02-25 08:31:02.359000060,1.556,1.716,1.715,30.0,21.1
2020-02-25 08:31:03.735000060,2.157,3.048,2.967,30.0,21.1
2020-02-25 08:31:05.111000060,1.904,2.865,2.774,30.0,21.1
2020-02-25 08:31:54.072999940,1.879,11.361,6.086,30.0,21.1
2020-02-25 08:31:55.454000130,1.933,2.999,2.907,30.0,21.1
2020-02-25 08:31:56.830000130,2.13,3.3760000000000003,3.274,30.0,21.1
2020-02-25 08:31:58.211000060,2.757,13.35,9.911,30.0,21.1
2020-02-25 08:31:59.587000060,2.033,3.09,2.998,30.0,21.1
2020-02-25 08:32:00.967000060,2.02,3.213,3.112,30.0,21.1
2020-02-25 08:32:55.439000060,2.169,3.04,2.958,29.9,21.1
2020-02-25 08:32:56.819000060,2.14,4.761,4.125,30.0,21.1
2020-02-25 08:32:58.199000060,1.787,2.057,2.047,30.0,21.1
2020-02-25 08:32:59.576000000,2.072,2.766,2.7430000000000003,29.9,21.1
2020-02-25 08:33:00.956000000,2.501,7.798999999999999,5.337000000000001,30.0,21.1
2020-02-25 08:33:02.332000000,1.615,1.661,1.661,30.0,21.1
2020-02-25 08:33:03.708000000,2.085,3.013,2.927,30.0,21.1
2020-02-25 08:33:05.088999940,2.221,3.151,3.0660000000000003,30.0,21.1
2020-02-25 08:33:54.046000130,1.837,4.168,3.548,30.0,21.1
2020-02-25 08:33:55.427000060,1.883,2.322,2.31,30.0,21.1
2020-02-25 08:33:56.803000060,1.963,2.593,2.572,30.0,21.1
2020-02-25 08:33:58.184000000,1.855,6.827000000000001,4.355,30.0,21.1
2020-02-25 08:33:59.560000000,1.68,1.763,1.7619999999999998,30.0,21.1
2020-02-25 08:34:00.936000000,2.531,5.879,5.167999999999999,30.0,21.0
2020-02-25 08:34:02.316000000,1.808,6.438,3.986,30.0,21.1
2020-02-25 08:34:03.692999940,2.546,3.785,3.687,30.0,21.1
2020-02-25 08:34:05.068999940,2.106,2.665,2.644,30.0,21.1
2020-02-25 08:34:54.035000060,2.164,8.986,5.941,30.0,21.1
2020-02-25 08:34:55.416000000,2.742,5.61,4.95,30.0,21.1
2020-02-25 08:34:56.792000000,1.87,2.09,2.089,30.0,21.1
2020-02-25 08:34:58.168000000,2.135,3.114,3.024,30.0,21.1
2020-02-25 08:34:59.548000000,1.883,2.3,2.2880000000000003,30.0,21.1
2020-02-25 08:35:00.924000000,2.134,4.985,4.32,30.0,21.1
2020-02-25 08:35:02.304999940,1.893,4.572,3.91,30.0,21.1
2020-02-25 08:35:56.780000000,2.474,5.419,4.773,30.0,21.1
2020-02-25 08:35:58.155000060,1.972,6.843,4.441,30.0,21.1
2020-02-25 08:35:59.532000000,2.427,2.963,2.95,30.0,21.1
2020-02-25 08:36:00.908000000,2.04,23.449,3.784,30.0,21.1
2020-02-25 08:36:55.391000060,1.801,4.338,3.721,30.0,21.1
2020-02-25 08:36:56.768000000,1.66,2.428,2.347,30.0,21.1
2020-02-25 08:36:58.144000000,2.016,3.289,3.187,30.0,21.1
2020-02-25 08:36:59.524000000,2.391,5.7170000000000005,5.017,30.0,21.1
